time,z_0,z_1,z_2,z_3,x_0,x_1,x_2,x_3,y_0,y_1,y_2,y_3,epsilon
4940672,2.07,-0.84,-5.08,1.08,16.28,-0.23,-1.22,0.39,-14.21,-0.61,-3.87,0.69,5.56
4962676,1.86,-0.64,-4.31,0.55,16.21,-0.22,-1.24,0.39,-14.35,-0.42,-3.07,0.15,5.04
4984668,1.03,-0.27,-2.79,0.89,16.14,-0.22,-1.25,0.40,-15.12,-0.05,-1.54,0.49,4.81
5006672,0.97,-0.35,-3.04,0.69,16.08,-0.22,-1.26,0.40,-15.11,-0.13,-1.77,0.29,4.87
5028668,1.16,-0.50,-3.71,2.00,16.01,-0.22,-1.28,0.40,-14.85,-0.28,-2.43,1.60,5.23
5050652,1.18,0.50,-3.95,1.22,15.94,-0.21,-1.30,0.41,-14.76,0.71,-2.65,0.81,5.12
5072612,0.76,-0.61,-2.96,-0.66,15.87,-0.21,-1.31,0.40,-15.11,-0.39,-1.65,-1.06,4.93
5094628,1.61,-0.80,-1.91,0.84,15.81,-0.21,-1.32,0.41,-14.21,-0.58,-0.59,0.43,4.08
5116608,0.42,0.43,-2.92,2.38,15.75,-0.20,-1.34,0.41,-15.33,0.64,-1.58,1.97,5.32
5138592,1.82,0.18,-4.66,3.48,15.68,-0.19,-1.36,0.43,-13.86,0.38,-3.30,3.05,5.84
5160548,2.36,-0.38,-3.65,-0.18,15.62,-0.19,-1.37,0.42,-13.26,-0.18,-2.28,-0.61,4.05
5182572,2.07,-0.49,-0.81,-0.76,15.57,-0.20,-1.38,0.42,-13.49,-0.30,0.57,-1.18,3.80
5204568,1.99,-0.71,-1.62,-0.02,15.51,-0.20,-1.38,0.42,-13.52,-0.51,-0.24,-0.43,3.67
5226568,0.87,-0.16,-2.38,0.12,15.45,-0.20,-1.39,0.42,-14.58,0.04,-0.99,-0.29,4.34
5248524,1.65,-0.67,-3.86,2.06,15.38,-0.19,-1.41,0.42,-13.73,-0.48,-2.45,1.64,4.62
5270512,1.53,-0.37,-4.78,2.58,15.32,-0.19,-1.43,0.43,-13.78,-0.18,-3.35,2.15,5.36
5292512,1.36,-0.62,-1.82,0.76,15.26,-0.19,-1.44,0.43,-13.90,-0.43,-0.38,0.33,3.88
5314496,1.49,0.03,-0.41,0.17,15.21,-0.18,-1.44,0.43,-13.72,0.22,1.03,-0.26,3.86
5336440,1.17,-0.59,-0.73,-0.38,15.15,-0.19,-1.44,0.43,-13.99,-0.40,0.71,-0.81,4.02
5358444,1.65,-0.59,-2.08,1.36,15.09,-0.18,-1.45,0.43,-13.44,-0.40,-0.63,0.93,3.73
5380436,1.47,0.05,-2.87,1.01,15.03,-0.18,-1.46,0.43,-13.57,0.23,-1.41,0.57,3.90
5402364,2.18,-0.56,-3.05,1.19,14.98,-0.18,-1.47,0.44,-12.80,-0.39,-1.58,0.75,3.57
5424356,1.87,-0.48,-1.74,0.29,14.92,-0.18,-1.48,0.44,-13.05,-0.30,-0.26,-0.15,3.41
5446364,1.50,-0.24,-1.36,0.47,14.87,-0.18,-1.49,0.44,-13.37,-0.07,0.13,0.04,3.56
5468336,1.44,-0.66,-2.81,0.99,14.81,-0.17,-1.50,0.44,-13.38,-0.49,-1.31,0.55,3.77
5490320,1.49,-0.19,-2.40,0.18,14.76,-0.17,-1.51,0.44,-13.26,-0.02,-0.89,-0.25,3.59
5512320,2.17,0.20,-2.20,0.35,14.70,-0.17,-1.52,0.44,-12.54,0.37,-0.68,-0.09,3.18
5534268,1.55,-0.03,-3.16,0.11,14.65,-0.17,-1.53,0.44,-13.09,0.14,-1.63,-0.33,3.69
5556256,1.24,-0.10,-2.66,1.02,14.59,-0.17,-1.54,0.44,-13.35,0.07,-1.12,0.58,3.71
5578232,1.33,-0.06,-2.32,1.63,14.53,-0.16,-1.55,0.44,-13.21,0.10,-0.77,1.19,3.68
5600184,2.33,-0.21,-2.11,0.82,14.48,-0.16,-1.55,0.44,-12.15,-0.05,-0.55,0.38,2.99
5622164,0.82,-0.13,-1.13,0.23,14.43,-0.16,-1.56,0.44,-13.61,0.03,0.43,-0.21,3.71
5644128,1.53,-0.06,-1.07,-0.12,14.38,-0.16,-1.56,0.44,-12.85,0.09,0.49,-0.56,3.35
5666096,2.09,-0.34,-1.60,0.29,14.33,-0.16,-1.57,0.44,-12.24,-0.18,-0.04,-0.15,2.99
5688072,1.81,-0.11,-2.02,0.18,14.28,-0.15,-1.57,0.44,-12.47,0.04,-0.44,-0.26,3.12
5710060,1.66,-0.27,-1.02,0.92,14.23,-0.15,-1.58,0.44,-12.57,-0.12,0.56,0.47,3.20
5732020,1.91,-0.27,-1.50,0.14,14.18,-0.15,-1.58,0.44,-12.27,-0.12,0.09,-0.30,3.01
5753980,2.20,-0.75,-1.69,1.16,14.13,-0.15,-1.59,0.44,-11.94,-0.60,-0.11,0.72,2.90
5775944,2.22,-0.40,-1.65,0.43,14.08,-0.15,-1.59,0.44,-11.86,-0.25,-0.05,-0.02,2.81
5797912,2.12,-0.36,-1.04,0.64,14.04,-0.15,-1.60,0.44,-11.92,-0.21,0.56,0.20,2.87
5819868,2.38,-1.01,-1.60,1.59,13.99,-0.15,-1.60,0.45,-11.61,-0.87,-0.00,1.14,2.83
5841832,1.90,-0.11,-3.60,2.15,13.94,-0.14,-1.62,0.45,-12.04,0.03,-1.99,1.70,3.57
5863800,2.28,-0.24,-4.06,1.04,13.89,-0.14,-1.63,0.46,-11.61,-0.10,-2.43,0.58,3.31
5885780,1.57,-0.11,-2.23,0.43,13.84,-0.14,-1.64,0.46,-12.27,0.02,-0.59,-0.03,3.04
5907760,1.57,0.32,-1.15,0.05,13.79,-0.13,-1.64,0.45,-12.22,0.45,0.50,-0.41,3.02
5929684,2.00,-0.23,-2.81,0.27,13.74,-0.13,-1.65,0.45,-11.74,-0.09,-1.16,-0.18,2.88
5951676,2.17,0.06,-3.16,0.96,13.69,-0.13,-1.66,0.46,-11.52,0.19,-1.50,0.51,2.89
5973616,2.36,-0.22,-3.16,-0.12,13.64,-0.13,-1.67,0.45,-11.29,-0.09,-1.49,-0.58,2.79
5995632,2.23,-0.49,-2.05,0.95,13.60,-0.13,-1.68,0.45,-11.37,-0.36,-0.37,0.49,2.62
6017608,2.66,-0.49,-2.61,2.08,13.55,-0.12,-1.69,0.46,-10.89,-0.37,-0.93,1.62,2.71
6039584,2.26,-0.45,-2.67,0.61,13.50,-0.12,-1.69,0.46,-11.25,-0.33,-0.98,0.15,2.62
6061552,2.00,-0.50,-3.02,2.29,13.45,-0.12,-1.70,0.47,-11.45,-0.38,-1.32,1.82,3.12
6083508,1.72,0.10,-2.85,0.66,13.41,-0.11,-1.71,0.47,-11.69,0.21,-1.14,0.19,2.86
6105488,2.10,-0.13,-1.97,-0.47,13.36,-0.11,-1.72,0.46,-11.26,-0.01,-0.25,-0.94,2.62
6127484,2.55,-0.11,-2.81,1.42,13.32,-0.11,-1.73,0.47,-10.77,-0.00,-1.08,0.95,2.52
6149488,2.21,0.50,-2.99,1.36,13.27,-0.10,-1.74,0.47,-11.06,0.61,-1.26,0.89,2.68
6171452,1.84,0.24,-3.30,0.63,13.22,-0.10,-1.75,0.47,-11.38,0.34,-1.55,0.15,2.82
6193416,2.57,0.57,-2.53,0.09,13.18,-0.10,-1.75,0.47,-10.61,0.67,-0.78,-0.38,2.33
6215372,2.50,0.30,-2.34,-0.43,13.13,-0.10,-1.76,0.47,-10.64,0.40,-0.57,-0.90,2.37
6237368,2.03,-0.05,-2.05,0.73,13.09,-0.09,-1.77,0.47,-11.06,0.05,-0.28,0.26,2.45
6259224,1.86,0.00,-2.89,0.40,13.04,-0.09,-1.78,0.47,-11.18,0.09,-1.11,-0.07,2.61
6281152,1.76,-0.14,-3.54,0.29,13.00,-0.09,-1.79,0.47,-11.23,-0.05,-1.76,-0.18,2.82
6303140,2.09,-0.13,-3.65,2.15,12.95,-0.09,-1.80,0.47,-10.86,-0.04,-1.85,1.68,2.97
6325120,2.03,0.15,-2.70,0.41,12.90,-0.08,-1.81,0.47,-10.87,0.23,-0.90,-0.06,2.44
6347060,3.02,-0.62,-1.63,-0.72,12.86,-0.09,-1.81,0.47,-9.85,-0.54,0.18,-1.19,2.08
6368996,2.78,-1.04,-2.96,0.37,12.82,-0.09,-1.82,0.47,-10.04,-0.95,-1.14,-0.10,2.16
6391000,2.33,-0.58,-5.54,1.91,12.77,-0.08,-1.83,0.47,-10.45,-0.49,-3.71,1.43,3.75
6412996,2.17,-0.21,-9.83,6.05,12.71,-0.07,-1.87,0.49,-10.55,-0.14,-7.97,5.55,11.61
6435068,1.41,-0.16,-10.55,6.11,12.65,-0.06,-1.90,0.51,-11.24,-0.10,-8.65,5.60,13.09
6457148,1.17,0.47,-6.49,3.95,12.60,-0.05,-1.92,0.52,-11.43,0.52,-4.57,3.43,5.86
6479132,2.01,0.42,-3.02,0.23,12.55,-0.04,-1.93,0.52,-10.54,0.46,-1.09,-0.29,2.35
6501080,1.51,0.53,-3.57,-0.44,12.51,-0.04,-1.94,0.52,-11.00,0.58,-1.63,-0.96,2.77
6523072,2.05,0.37,-4.43,1.74,12.46,-0.03,-1.95,0.52,-10.41,0.41,-2.47,1.22,2.92
6545056,1.85,0.26,-8.63,2.79,12.40,-0.03,-1.98,0.53,-10.56,0.29,-6.65,2.26,7.13
6567048,1.84,-0.23,-10.31,2.85,12.34,-0.02,-2.01,0.54,-10.50,-0.21,-8.29,2.32,9.58
6589100,0.89,0.41,-10.58,5.53,12.28,-0.01,-2.04,0.56,-11.39,0.41,-8.54,4.97,12.31
6611188,1.21,0.63,-10.92,4.52,12.22,0.01,-2.08,0.57,-11.01,0.62,-8.84,3.95,11.75
6633244,1.06,1.01,-14.81,5.54,12.15,0.02,-2.13,0.59,-11.09,0.99,-12.68,4.96,20.94
6655372,0.87,0.57,-20.73,8.11,12.06,0.04,-2.19,0.61,-11.20,0.53,-18.54,7.50,42.35
6677480,0.77,0.02,-26.89,10.70,11.97,0.07,-2.28,0.64,-11.20,-0.05,-24.61,10.06,72.92
6699708,-0.52,1.28,-33.68,12.29,11.85,0.10,-2.38,0.68,-12.37,1.18,-31.30,11.61,114.10
6722020,-1.45,1.32,-40.70,12.50,11.72,0.13,-2.51,0.72,-13.17,1.18,-38.19,11.78,162.64
6744328,-1.82,2.08,-37.10,14.58,11.59,0.17,-2.63,0.77,-13.41,1.91,-34.47,13.81,141.05
6766624,-4.35,3.42,-37.50,11.40,11.46,0.21,-2.75,0.80,-15.81,3.22,-34.74,10.60,136.67
6788904,-5.98,3.63,-40.55,7.71,11.31,0.23,-2.88,0.83,-17.29,3.39,-37.67,6.88,152.29
6811120,-5.52,3.24,-48.00,10.27,11.15,0.27,-3.03,0.86,-16.67,2.97,-44.97,9.42,216.05
6833372,-7.82,3.61,-58.73,10.61,10.96,0.30,-3.22,0.89,-18.78,3.31,-55.51,9.72,323.77
6855628,-8.82,4.42,-63.51,8.72,10.76,0.34,-3.42,0.92,-19.57,4.09,-60.09,7.80,373.89
6877840,-10.44,3.76,-68.70,2.08,10.54,0.35,-3.64,0.92,-20.97,3.41,-65.07,1.15,431.03
6900096,-12.28,3.30,-71.88,-8.84,10.31,0.34,-3.86,0.89,-22.58,2.96,-68.02,-9.73,480.80
6922380,-14.04,2.78,-69.13,1.15,10.08,0.36,-4.08,0.89,-24.11,2.43,-65.05,0.25,433.41
6944716,-15.30,2.20,-65.42,5.57,9.85,0.37,-4.28,0.91,-25.15,1.83,-61.14,4.66,387.31
6967016,-17.85,2.86,-66.82,-1.63,9.61,0.38,-4.49,0.90,-27.46,2.48,-62.33,-2.54,402.98
6989336,-19.76,2.59,-62.06,2.47,9.38,0.39,-4.68,0.91,-29.14,2.20,-57.38,1.56,345.31
7011636,-22.40,3.65,-63.88,6.09,9.14,0.42,-4.88,0.93,-31.54,3.23,-59.00,5.17,369.50
7033880,-21.47,3.57,-57.48,5.31,8.92,0.44,-5.06,0.94,-30.38,3.13,-52.42,4.37,294.31
7056168,-22.98,3.91,-50.90,-4.66,8.70,0.44,-5.22,0.93,-31.69,3.46,-45.69,-5.58,231.31
7078492,-24.81,4.08,-41.71,-8.70,8.50,0.44,-5.34,0.90,-33.31,3.64,-36.37,-9.60,163.33
7100792,-24.50,3.56,-34.53,-11.19,8.32,0.42,-5.45,0.86,-32.82,3.13,-29.09,-12.05,120.42
7123192,-25.53,2.95,-30.87,-14.00,8.14,0.40,-5.54,0.82,-33.68,2.54,-25.33,-14.82,108.52
7145592,-26.34,2.66,-31.71,-14.35,7.96,0.38,-5.63,0.77,-34.30,2.28,-26.08,-15.12,114.07
7168012,-27.97,2.59,-33.48,-14.72,7.77,0.36,-5.74,0.72,-35.74,2.23,-27.75,-15.44,126.00
7190412,-27.74,1.07,-36.02,-15.01,7.58,0.33,-5.84,0.68,-35.31,0.75,-30.17,-15.68,140.07
7212820,-28.60,0.82,-37.80,-13.18,7.38,0.30,-5.96,0.63,-35.98,0.51,-31.85,-13.81,145.85
7235200,-30.46,1.27,-38.17,-10.99,7.17,0.28,-6.07,0.60,-37.63,0.99,-32.10,-11.59,144.27
7257608,-30.72,0.92,-39.50,-12.66,6.97,0.26,-6.19,0.56,-37.68,0.66,-33.31,-13.22,156.25
7280012,-30.95,-0.19,-29.04,-14.84,6.78,0.23,-6.27,0.51,-37.73,-0.42,-22.77,-15.35,103.49
7302448,-30.72,-0.75,-31.76,-9.28,6.59,0.21,-6.36,0.48,-37.31,-0.96,-25.39,-9.77,101.47
7324780,-32.08,0.37,-33.89,-11.42,6.39,0.18,-6.46,0.45,-38.47,0.19,-27.43,-11.87,118.48
7347180,-34.09,0.28,-31.59,-8.73,6.19,0.17,-6.56,0.42,-40.29,0.12,-25.03,-9.15,103.10
7369464,-33.17,-1.12,-28.84,-6.06,6.01,0.15,-6.64,0.40,-39.18,-1.27,-22.20,-6.46,83.86
7391740,-33.08,-1.35,-21.68,-5.24,5.83,0.14,-6.70,0.38,-38.92,-1.48,-14.98,-5.62,55.71
7414016,-33.64,-1.91,-16.89,-1.08,5.67,0.13,-6.75,0.38,-39.31,-2.04,-10.14,-1.46,41.33
7436304,-35.48,-0.30,-12.15,-2.81,5.51,0.12,-6.78,0.37,-40.99,-0.42,-5.37,-3.18,37.38
7458528,-37.08,0.03,-11.44,-7.13,5.35,0.11,-6.81,0.35,-42.43,-0.08,-4.62,-7.48,43.58
7480728,-36.58,-0.63,-12.08,-2.32,5.19,0.10,-6.85,0.34,-41.77,-0.73,-5.23,-2.66,38.22
7502948,-35.74,-0.92,-9.91,2.41,5.04,0.10,-6.87,0.34,-40.78,-1.03,-3.04,2.07,34.52
7525068,-36.07,-1.31,-8.90,3.69,4.89,0.11,-6.90,0.35,-40.95,-1.42,-2.00,3.34,34.99
7547200,-35.73,-1.30,-7.68,0.81,4.74,0.11,-6.92,0.35,-40.47,-1.41,-0.76,0.46,32.78
7569328,-36.25,-1.25,-3.57,0.35,4.60,0.10,-6.92,0.35,-40.85,-1.35,3.35,-0.00,34.45
7591444,-35.53,-1.34,-3.92,1.07,4.47,0.10,-6.93,0.35,-40.00,-1.45,3.01,0.71,32.91
7613576,-35.85,-0.71,-2.23,0.21,4.33,0.10,-6.94,0.35,-40.19,-0.81,4.71,-0.14,34.45
7635728,-36.69,-0.34,-0.85,2.21,4.20,0.10,-6.94,0.36,-40.89,-0.45,6.08,1.85,37.41
7657844,-37.43,-0.59,-4.00,2.06,4.06,0.11,-6.94,0.36,-41.49,-0.70,2.94,1.70,35.50
7679928,-36.67,-0.37,-6.69,1.45,3.92,0.11,-6.96,0.37,-40.58,-0.48,0.27,1.08,32.98
7702052,-36.65,-0.72,-4.18,1.77,3.78,0.11,-6.97,0.37,-40.43,-0.83,2.79,1.40,33.60
7724196,-36.70,-0.54,-0.87,-1.54,3.65,0.11,-6.97,0.36,-40.35,-0.65,6.10,-1.91,36.57
7746320,-36.76,-0.86,0.75,-0.61,3.53,0.10,-6.97,0.36,-40.28,-0.97,7.71,-0.97,38.43
7768460,-36.20,-1.18,-2.02,1.30,3.40,0.10,-6.97,0.36,-39.59,-1.28,4.95,0.93,33.84
7790572,-36.04,-0.92,-1.60,2.70,3.27,0.11,-6.97,0.37,-39.31,-1.03,5.37,2.33,34.28
7812708,-36.40,-0.97,-3.24,3.02,3.14,0.11,-6.98,0.38,-39.54,-1.08,3.74,2.65,33.30
7834840,-36.90,-0.36,-1.37,2.90,3.01,0.12,-6.98,0.38,-39.91,-0.47,5.60,2.52,35.55
7856956,-36.76,-0.20,2.12,0.21,2.89,0.12,-6.97,0.38,-39.65,-0.32,9.09,-0.17,39.63
7879068,-36.66,-0.61,2.84,-0.75,2.77,0.11,-6.96,0.38,-39.44,-0.72,9.80,-1.13,40.76
7901224,-35.71,-0.56,-0.32,0.72,2.65,0.12,-6.96,0.38,-38.36,-0.67,6.63,0.34,33.78
7923356,-35.63,-0.54,-2.93,2.98,2.52,0.12,-6.96,0.39,-38.15,-0.66,4.03,2.59,31.34
7945500,-35.78,-0.37,-3.18,1.56,2.40,0.12,-6.97,0.39,-38.18,-0.50,3.79,1.17,30.66
7967624,-36.19,-0.30,-0.75,0.55,2.28,0.12,-6.97,0.39,-38.46,-0.42,6.22,0.16,33.39
7989760,-36.18,-0.45,0.29,-0.35,2.16,0.12,-6.96,0.39,-38.34,-0.57,7.25,-0.74,34.64
8011900,-36.66,-0.31,-1.02,0.67,2.03,0.12,-6.96,0.39,-38.69,-0.44,5.94,0.28,33.41
8034000,-35.63,-0.50,-3.94,0.53,1.91,0.12,-6.97,0.39,-37.54,-0.62,3.03,0.15,29.04
8056124,-36.32,0.16,-2.92,0.95,1.78,0.13,-6.97,0.39,-38.10,0.03,4.06,0.56,30.64
8078204,-36.73,0.06,-2.11,0.05,1.66,0.13,-6.98,0.39,-38.39,-0.06,4.87,-0.34,31.79
8100244,-36.04,0.00,-1.39,-1.31,1.54,0.12,-6.98,0.38,-37.59,-0.12,5.59,-1.70,31.60
8122356,-36.25,-0.36,-2.55,-1.10,1.42,0.12,-6.98,0.38,-37.67,-0.48,4.43,-1.48,30.49
8144520,-35.69,-1.05,-4.81,-1.04,1.29,0.12,-6.99,0.38,-36.99,-1.16,2.18,-1.41,27.99
8166668,-34.92,-2.31,-1.39,-1.34,1.18,0.11,-6.99,0.37,-36.10,-2.42,5.60,-1.71,29.55
8188824,-35.78,-0.79,0.18,0.15,1.07,0.11,-6.99,0.37,-36.84,-0.89,7.17,-0.22,32.24
8210940,-36.58,-0.69,0.02,0.44,0.95,0.11,-6.98,0.37,-37.53,-0.80,7.00,0.07,33.01
8233004,-36.43,0.12,-2.43,1.30,0.83,0.11,-6.99,0.37,-37.26,0.01,4.56,0.93,29.87
8255064,-35.98,-0.67,-3.25,-0.34,0.71,0.11,-6.99,0.37,-36.70,-0.77,3.74,-0.71,28.33
8277220,-35.38,-0.78,-2.05,0.43,0.60,0.11,-6.99,0.37,-35.98,-0.88,4.95,0.06,28.29
8299304,-35.33,-0.83,-1.66,0.37,0.48,0.11,-7.00,0.37,-35.81,-0.93,5.33,-0.00,28.45
8321404,-35.82,-0.30,-1.63,0.70,0.37,0.11,-7.00,0.37,-36.19,-0.40,5.36,0.33,29.02
8343488,-36.37,-0.02,-1.88,-0.44,0.25,0.11,-7.00,0.37,-36.62,-0.12,5.12,-0.81,29.44
8365620,-35.28,-1.03,-2.34,-0.79,0.14,0.10,-7.00,0.36,-35.42,-1.13,4.67,-1.16,27.37
8387752,-36.02,-0.83,-2.11,1.98,0.02,0.10,-7.00,0.37,-36.04,-0.94,4.90,1.62,28.60
8409828,-35.92,-0.66,-3.21,0.76,-0.09,0.10,-7.01,0.37,-35.83,-0.77,3.80,0.40,27.09
8431928,-36.19,-1.03,-1.66,-1.16,-0.21,0.10,-7.01,0.36,-35.98,-1.13,5.35,-1.52,28.95
8454080,-36.01,-0.74,-1.10,-0.60,-0.32,0.10,-7.01,0.36,-35.69,-0.83,5.91,-0.96,29.02
8476216,-35.97,-0.95,-2.78,0.63,-0.43,0.10,-7.01,0.36,-35.54,-1.05,4.23,0.26,27.02
8498328,-35.54,-0.97,-3.40,1.89,-0.55,0.10,-7.02,0.36,-35.00,-1.07,3.61,1.53,26.00
8520424,-35.74,-1.09,-3.16,0.06,-0.66,0.10,-7.02,0.36,-35.08,-1.19,3.86,-0.30,26.08
8542532,-35.12,-1.09,-1.22,0.08,-0.77,0.09,-7.02,0.36,-34.35,-1.18,5.80,-0.29,26.94
8564652,-35.40,-1.40,-1.42,-0.12,-0.87,0.09,-7.02,0.36,-34.53,-1.49,5.60,-0.48,26.99
8586800,-36.12,-0.53,-2.35,0.38,-0.99,0.09,-7.02,0.36,-35.14,-0.62,4.67,0.02,26.83
8608912,-35.73,-1.08,-2.84,1.19,-1.10,0.09,-7.03,0.36,-34.63,-1.17,4.19,0.83,25.78
8631044,-35.51,-1.06,-3.71,0.99,-1.21,0.09,-7.03,0.36,-34.30,-1.15,3.32,0.63,24.64
8653196,-35.76,-0.08,-2.87,2.08,-1.32,0.09,-7.04,0.37,-34.44,-0.17,4.17,1.71,25.70
8675300,-35.24,-0.34,-3.69,1.07,-1.43,0.10,-7.04,0.37,-33.81,-0.44,3.35,0.70,23.99
8697416,-35.52,-0.95,-2.70,-0.58,-1.54,0.09,-7.05,0.37,-33.99,-1.05,4.34,-0.95,25.05
8719560,-35.87,-1.46,-1.85,-0.09,-1.64,0.09,-7.05,0.36,-34.23,-1.55,5.20,-0.46,26.15
8741700,-35.55,-0.69,-2.27,1.08,-1.75,0.09,-7.05,0.37,-33.80,-0.78,4.77,0.72,25.14
8763804,-35.96,-0.85,-3.77,0.85,-1.86,0.09,-7.06,0.37,-34.10,-0.94,3.28,0.49,24.32
8785924,-35.67,-0.93,-3.34,0.14,-1.97,0.09,-7.06,0.37,-33.70,-1.02,3.72,-0.23,24.07
8808056,-36.09,-0.75,-2.06,1.36,-2.07,0.09,-7.06,0.37,-34.01,-0.84,5.00,0.99,25.70
8830148,-35.84,-0.64,-2.02,0.32,-2.18,0.09,-7.06,0.37,-33.66,-0.73,5.05,-0.05,25.17
8852252,-35.33,-0.97,-3.73,0.20,-2.29,0.09,-7.07,0.37,-33.04,-1.05,3.34,-0.17,22.93
8874376,-35.49,-1.49,-3.59,0.69,-2.39,0.09,-7.07,0.37,-33.09,-1.57,3.49,0.32,23.13
8896508,-35.70,-1.01,-0.82,0.89,-2.49,0.09,-7.07,0.37,-33.21,-1.09,6.25,0.52,25.96
8918628,-34.85,-1.07,-0.85,0.18,-2.59,0.08,-7.07,0.37,-32.26,-1.15,6.21,-0.18,24.66
8940764,-35.07,-1.28,-2.99,2.20,-2.70,0.09,-7.07,0.37,-32.37,-1.37,4.08,1.83,22.95
8962884,-35.67,-1.00,-4.15,2.44,-2.80,0.09,-7.08,0.38,-32.87,-1.09,2.93,2.07,22.87
8985012,-35.83,-0.62,-3.27,2.14,-2.91,0.09,-7.08,0.38,-32.92,-0.71,3.82,1.76,23.40
9007148,-35.89,-0.38,-0.56,0.41,-3.01,0.09,-7.08,0.38,-32.88,-0.47,6.52,0.03,25.82
9029252,-35.19,-0.41,-1.97,0.53,-3.11,0.09,-7.08,0.38,-32.08,-0.51,5.11,0.15,23.16
9051384,-35.39,-0.90,-0.84,2.11,-3.20,0.10,-7.08,0.38,-32.19,-0.99,6.24,1.72,24.88
9073492,-35.57,-0.83,0.14,2.09,-3.30,0.10,-7.08,0.39,-32.27,-0.93,7.21,1.70,26.30
9095588,-35.11,-0.99,2.98,2.21,-3.39,0.10,-7.06,0.39,-31.73,-1.09,10.04,1.82,30.52
9117748,-35.23,-1.07,7.39,2.76,-3.47,0.10,-7.04,0.40,-31.76,-1.17,14.43,2.37,41.53
9139904,-34.10,-1.75,10.69,2.32,-3.54,0.10,-7.01,0.40,-30.57,-1.85,17.70,1.92,50.37
9162144,-33.66,-1.90,15.91,4.52,-3.59,0.11,-6.97,0.41,-30.07,-2.01,22.88,4.11,72.06
9184376,-33.81,-1.30,26.66,6.78,-3.63,0.12,-6.90,0.42,-30.18,-1.42,33.55,6.35,134.63
9206664,-33.75,-0.76,42.64,4.20,-3.63,0.13,-6.79,0.43,-30.12,-0.89,49.43,3.76,263.39
9228960,-32.45,-0.92,56.11,-3.83,-3.60,0.12,-6.65,0.42,-28.86,-1.03,62.76,-4.25,411.45
9251304,-32.50,0.17,68.12,-6.27,-3.54,0.11,-6.48,0.41,-28.96,0.07,74.60,-6.68,576.54
9273584,-31.75,0.37,65.57,0.43,-3.49,0.11,-6.32,0.41,-28.26,0.27,71.89,0.02,531.64
9295840,-28.83,-0.59,54.60,4.08,-3.45,0.12,-6.18,0.42,-25.38,-0.70,60.77,3.66,382.79
9318120,-25.20,-0.69,50.67,9.95,-3.41,0.14,-6.05,0.44,-21.79,-0.83,56.72,9.52,339.59
9340408,-22.66,-1.07,49.30,3.82,-3.37,0.14,-5.93,0.45,-19.29,-1.22,55.22,3.37,312.90
9362708,-23.61,-0.79,65.19,-3.53,-3.29,0.13,-5.76,0.44,-20.32,-0.92,70.95,-3.96,512.17
9385040,-21.56,-0.44,73.51,1.54,-3.20,0.14,-5.58,0.44,-18.36,-0.57,79.09,1.10,631.02
9407316,-19.03,-0.89,63.37,8.12,-3.12,0.15,-5.42,0.46,-15.91,-1.05,68.80,7.67,483.18
9429612,-16.71,-0.85,56.61,4.21,-3.04,0.16,-5.28,0.46,-13.66,-1.01,61.89,3.75,387.34
9451916,-15.00,-1.18,54.56,1.18,-2.97,0.16,-5.14,0.47,-12.03,-1.34,59.71,0.71,358.67
9474192,-15.36,-0.26,70.32,5.04,-2.86,0.17,-4.97,0.48,-12.49,-0.43,75.29,4.56,570.75
9496392,-11.99,0.07,78.72,5.76,-2.73,0.18,-4.77,0.49,-9.26,-0.11,83.49,5.27,699.94
9518512,-9.37,1.41,61.34,2.09,-2.63,0.19,-4.62,0.49,-6.73,1.22,65.96,1.60,435.29
9540568,-9.21,0.57,55.19,-5.89,-2.54,0.18,-4.48,0.48,-6.67,0.39,59.67,-6.37,360.19
9562656,-7.61,0.21,66.92,-2.49,-2.42,0.17,-4.31,0.47,-5.19,0.03,71.23,-2.96,507.61
9584748,-4.05,-1.22,63.80,-0.72,-2.31,0.17,-4.15,0.47,-1.74,-1.39,67.96,-1.19,460.95
9606876,-2.25,0.12,55.92,-5.85,-2.20,0.16,-4.01,0.45,-0.05,-0.04,59.94,-6.30,362.35
9628940,-3.37,1.08,55.33,-9.31,-2.09,0.14,-3.87,0.43,-1.27,0.94,59.20,-9.74,359.19
9651032,-0.12,0.02,49.02,-10.84,-1.99,0.12,-3.75,0.40,1.88,-0.10,52.77,-11.24,290.51
9673196,1.65,-0.67,28.44,-2.05,-1.93,0.12,-3.67,0.40,3.58,-0.78,32.12,-2.44,103.75
9695224,2.98,-1.81,23.77,0.00,-1.88,0.11,-3.61,0.40,4.86,-1.92,27.38,-0.40,75.33
9717204,3.59,-2.27,27.16,-2.75,-1.82,0.10,-3.53,0.39,5.40,-2.37,30.69,-3.14,95.65
9739224,5.82,-0.54,17.73,-0.47,-1.77,0.10,-3.48,0.39,7.59,-0.64,21.21,-0.86,46.08
9761240,5.55,-0.44,7.73,-6.44,-1.74,0.09,-3.45,0.37,7.29,-0.53,11.18,-6.81,18.15
9783220,4.33,-1.08,7.86,-7.92,-1.72,0.07,-3.42,0.35,6.05,-1.14,11.29,-8.27,20.28
9805200,5.79,-2.57,4.05,-0.69,-1.70,0.06,-3.40,0.35,7.49,-2.63,7.45,-1.03,6.89
9827032,5.00,-2.16,2.58,0.64,-1.68,0.06,-3.39,0.35,6.68,-2.22,5.97,0.29,4.54
